id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
rsgpcoin,RSGPcoin,RSGP,1163,16.9631,0.00151186,11.786,29348.0,1730.0,2160.0,,1.56,,-29.89,1519178352
cybcsec,CybCSec,XCS,1164,0.00244459,0.00000031,,28929.0,11834082.0,255834082.0,,,,,1518071960
p7coin,P7Coin,P7C,1165,0.0007854,0.00000007,20.9084,27662.0,35220238.0,35220238.0,,1.56,-1.77,50.59,1519178345
biobar,BioBar,BIOB,1166,0.0278256,0.00000248,351.623,24647.0,885756.0,985756.0,,1.39,24.3,-10.57,1519178350
concoin,Concoin,CONX,1167,0.0255816,0.00000228,419.421,19040.0,744266.0,1595266.0,,1.56,16.65,27.4,1519178350
save-and-gain,Save and Gain,SANDG,1168,0.006171,0.00000055,203.231,18913.0,3064800.0,3064800.0,,31.21,-23.9,-2.75,1519178346
antilitecoin,Antilitecoin,ALTC,1169,0.000561,0.00000005,58.9364,17679.0,31512613.0,31512613.0,,1.39,-1.77,7.32,1519178347
nodecoin,NodeCoin,NODC,1170,0.0104346,0.00000093,28.703,17514.0,1678439.0,5878439.0,,1.39,-0.34,28.65,1519178349
rawcoin2,Rawcoin,XRC,1171,0.0238956,0.00000213,157.193,16844.0,704882.0,704882.0,,0.52,1.59,-17.4,1519178348
magnum,Magnum,MGM,1172,0.003366,0.00000030,15.6815,13782.0,4094541.0,254094541.0,,1.56,-6.88,23.28,1519178349
coimatic-2,Coimatic 2.0,CTIC2,1173,0.000966785,0.00000009,309.439,13083.0,13532750.0,30132750.0,102000000.0,1.12,-0.04,14.6,1519178355
selfiecoin,Selfiecoin,SLFI,1174,0.0001122,0.00000001,152.704,12098.0,107829281.0,107829281.0,,1.56,-1.77,29.09,1519178344
ccminer,CCMiner,CCM100,1175,0.00295305,0.00000025,,9923.0,3360417.0,6000000.0,,,-9.6,110.35,1519146249
pizzacoin,PizzaCoin,PIZZA,1176,0.0024684,0.00000022,40.3898,3401.0,1377917.0,10127917.0,,1.61,-30.1,66.8,1519178347
digital-credits,Digital Credits,DGCS,1177,0.000561,0.00000005,375.28,3269.0,5826388.0,201284316.0,,1.39,-18.14,0.97,1519178346
abncoin,Abncoin,ABN,1178,0.0382602,0.00000341,359.145,2590.0,67700.0,4734367.0,,1.56,11.43,47.97,1519178349
applecoin-apw,AppleCoin,APW,1179,0.0000994798,0.00000001,,13.0,127201.0,1600127201.0,2100000000.0,,,14.82,1518770953
huobi-token,Huobi Token,HT,1180,2.41372,0.00021513,166077000.0,,,500000000.0,,1.0,-3.36,6.25,1519178361
atmcoin,ATMCoin,ATMC,1181,6.66786,0.00059428,97958200.0,,,10000000000.0,,0.0,3.93,8.95,1519178353
elastos,Elastos,ELA,1182,64.0927,0.00571236,81767300.0,,,33000000.0,,2.5,-5.33,30.75,1519178360
educare,EDUCare,EKT,1183,0.178992,0.00001595,59719900.0,,,1000000000.0,,10.02,6.02,30.25,1519178360
waykichain,WaykiChain,WIC,1184,0.487363,0.00004344,17755100.0,,,210000000.0,,3.12,-1.96,21.25,1519178359
ruff,Ruff,RUFF,1185,0.132181,0.00001178,13556200.0,,,2000000000.0,,0.87,-4.08,7.12,1519178361
hyper-pay,Hyper Pay,HPY,1186,0.0459778,0.00000410,10623600.0,,,2650000000.0,,-15.65,-25.81,-28.62,1519178359
nework,Nework,NKC,1187,0.0796288,0.00000710,10078700.0,,,,,1.72,-0.71,8.31,1519178360
linkeye,LinkEye,LET,1188,0.0767538,0.00000684,8037590.0,,,1000000000.0,,0.92,-13.29,10.21,1519178360
topchain,TopChain,TOPC,1189,0.0504755,0.00000450,7128660.0,,,2100000000.0,,0.57,-1.68,3.37,1519178359
chatcoin,ChatCoin,CHAT,1190,0.220025,0.00001961,6874650.0,,,1000000000.0,,-0.28,-7.87,-1.91,1519178360
oceanchain,OceanChain,OC,1191,0.0164565,0.00000147,6414830.0,,,,,1.24,-0.07,2.99,1519178361
electronic-pk-chain,Electronic PK Chain,EPC,1192,0.150551,0.00001342,5910490.0,,,500000000.0,,2.36,0.52,7.61,1519178360
bitcoin-diamond,Bitcoin Diamond,BCD,1193,36.3973,0.00324397,4834010.0,,,154445750.0,210000000.0,3.01,-17.86,83.7,1519178357
aidoc,AI Doctor,AIDOC,1194,0.0734753,0.00000655,4651220.0,,,777775241.0,,2.54,-6.87,-0.87,1519178359
smartmesh,SmartMesh,SMT,1195,0.0598916,0.00000534,4566790.0,,,3141592653.0,,2.25,-9.45,0.32,1519178358
genaro-network,Genaro Network,GNX,1196,0.402463,0.00003587,4483360.0,,,675000000.0,,1.51,-9.54,-0.73,1519178358
lightning-bitcoin,Lightning Bitcoin [Futures],LBTC,1197,309.248,0.0275622,4383320.0,,,,21000000.0,0.6,-4.23,-0.89,1519178359
ofcoin,OFCOIN,OF,1198,0.00349593,0.00000031,3969880.0,,,51200000000.0,,-1.17,-2.56,-3.3,1519178360
aidos-kuneen,Aidos Kuneen,ADK,1199,66.174,0.00589786,3877090.0,,,25000000.0,,1.56,-1.8,53.69,1519178351
cfun,CFun,CFUN,1200,0.0293193,0.00000261,3606010.0,,,1000000000.0,,-0.78,-4.27,-2.44,1519178359
gems-protocol,Gems ,GEM,1201,0.0556568,0.00000496,3355970.0,,,8000000000.0,,2.35,,,1519178361
super-bitcoin,Super Bitcoin,SBTC,1202,23.2244,0.00206991,2497490.0,,,,21210000.0,5.11,-4.44,-1.06,1519178358
thekey,THEKEY,TKY,1203,0.0293582,0.00000262,2383830.0,,,10000000000.0,,0.15,-11.37,-15.43,1519178360
matryx,Matryx,MTX,1204,0.824095,0.00007345,2375810.0,,,314159265.0,,4.68,-4.88,20.88,1519178358
halalchain,HalalChain,HLC,1205,0.303041,0.00002701,2350720.0,,,1000000000.0,,-4.9,-14.97,-11.43,1519178361
cpchain,CPChain,CPC,1206,0.228727,0.00002039,2342010.0,,,1000000000.0,,0.8,-7.18,10.27,1519178361
tezos,Tezos (Pre-Launch),XTZ,1207,3.84943,0.00034309,2275200.0,,,,,0.24,8.59,41.97,1519178354
matrix-ai-network,Matrix AI Network,MAN,1208,1.14751,0.00010227,2094780.0,,,250000000.0,,2.73,4.28,78.43,1519178360
yee,Yee,YEE,1209,0.0265158,0.00000236,2068190.0,,,10000000000.0,,1.85,-13.84,7.12,1519178360
fargocoin,Fargocoin,FRGC,1210,8.63757,0.00076984,1683980.0,,,515675003.0,,0.04,0.79,-0.92,1519178349
spacechain,SpaceChain,SPC,1211,0.245499,0.00002188,1547590.0,,,1000000000.0,,-2.03,9.7,28.29,1519178360
rebellious,Rebellious,REBL,1212,0.0585154,0.00000522,1499740.0,,,396011362.0,,0.71,-10.51,-32.62,1519178359
kcash,Kcash,KCASH,1213,0.178668,0.00001592,1430340.0,,,1000000000.0,,0.56,-11.04,-4.3,1519178359
united-bitcoin,United Bitcoin,UBTC,1214,78.721,0.00701613,1225540.0,,,21000000.0,21000000.0,0.89,-1.49,-2.88,1519178358
acchain,ACChain,ACC,1215,2.55504,0.00022772,1217760.0,,,,,1.36,-4.97,25.83,1519178361
echolink,EchoLink,EKO,1216,0.0738771,0.00000658,1207180.0,,,500000000.0,,-3.84,-15.3,-2.05,1519178360
boscoin,BOScoin,BOS,1217,0.543836,0.00004847,1180750.0,,,500000000.0,,1.27,-10.26,0.51,1519178356
bitcoinx,BitcoinX,BCX,1218,0.00944293,0.00000084,1113420.0,,,167361683927,210000000000,-1.7,-17.49,-1.82,1519178358
show,Show,SHOW,1219,0.00518688,0.00000046,1096280.0,,,10000000000.0,,3.49,-6.7,-0.8,1519178359
mobius,Mobius,MOBI,1220,0.18378,0.00001638,1064950.0,,,887990859.0,,1.09,-13.28,-31.5,1519178360
fusion,Fusion,FSN,1221,3.05481,0.00027226,952764.0,,,57344000.0,,3.31,-17.09,,1519178361
aware,AWARE,AWR,1222,0.0302065,0.00000269,824016.0,,,1000000000.0,,1.3,-3.04,3.71,1519178360
hi-mutual-society,Hi Mutual Society,HMC,1223,0.0840677,0.00000749,813611.0,,,1000000000.0,,2.93,-11.43,17.81,1519178361
scryinfo,Scry.info,DDD,1224,0.293181,0.00002613,811864.0,,,1000000000.0,,1.45,-7.38,-0.15,1519178360
realchain,RealChain,RCT,1225,0.0825841,0.00000736,809109.0,,,,,-1.23,-15.06,4.22,1519178359
ug-token,UG Token,UGT,1226,0.858707,0.00007653,802090.0,,,,,2.48,1.35,6.18,1519178353
sharex,ShareX,SEXC,1227,0.0226021,0.00000201,676230.0,,,2000000000.0,,2.2,8.64,-19.82,1519178360
universa,Universa,UTNP,1228,0.0449621,0.00000401,658571.0,,,4997891952.0,,2.67,-11.38,,1519178361
red-mwat,RED MWAT,MWAT,1229,0.0564577,0.00000503,643765.0,,,470000000.0,500000000.0,0.8,-12.03,,1519178361
content-and-ad-network,Content and AD Network,CAN,1230,0.0324873,0.00000290,624689.0,,,1500000000.0,,-0.79,-12.6,-22.26,1519178359
comsa-eth,COMSA [ETH],CMS,1231,1.18409,0.00010553,623822.0,,,219042298.0,,0.47,-10.15,-1.57,1519178358
envion,Envion,EVN,1232,0.85569,0.00007626,594982.0,,,127618703.0,,2.1,-7.57,,1519178361
lightchain,LightChain,LIGHT,1233,0.00515714,0.00000046,574943.0,,,210000000000,,1.74,-3.31,14.51,1519178360
swissborg,SwissBorg,CHSB,1234,0.0502178,0.00000448,548508.0,,,1000000000.0,,3.2,9.81,-17.26,1519178360
molecular-future,Molecular Future,MOF,1235,0.382093,0.00003405,545936.0,,,100000000.0,,1.22,0.79,10.91,1519178360
ugchain,ugChain,UGC,1236,0.0859473,0.00000766,544056.0,,,1000000000.0,,-2.27,-11.27,6.04,1519178360
read,Read,READ,1237,0.0466243,0.00000416,508750.0,,,2100000000.0,,1.96,-3.75,20.26,1519178360
w3coin,W3Coin,W3C,1238,0.00485968,0.00000043,506758.0,,,,,-3.16,-20.51,,1519178361
titanium-blockchain,Titanium Blockchain,BAR,1239,0.756578,0.00006743,506265.0,,,44893263.0,,2.78,-12.27,-34.74,1519178360
poly-ai,POLY AI,AI,1240,2.16851,0.00019327,499738.0,,,29000000.0,,2.01,-5.37,-6.65,1519178357
unlimitedip,UnlimitedIP,UIP,1241,0.0601517,0.00000536,494051.0,,,3000000000.0,,5.01,-6.98,-1.0,1519178360
clubcoin,ClubCoin,CLUB,1242,1.34683,0.00012004,472924.0,,,98645956.0,160000000.0,1.07,-4.81,16.41,1519178346
acute-angle-cloud,Acute Angle Cloud,AAC,1243,0.169701,0.00001512,460181.0,,,1000000000.0,,0.11,0.82,-0.39,1519178360
true-chain,True Chain,TRUE,1244,0.983181,0.00008763,435347.0,,,100000000.0,,-1.71,-8.9,-7.26,1519178360
entcash,ENTCash,ENT,1245,0.114532,0.00001021,416838.0,,,600000000.0,1600000000.0,-0.0,-0.64,-5.35,1519178359
neurotoken,Neurotoken,NTK,1246,0.585261,0.00005216,397438.0,,,100000000.0,,0.49,-2.41,,1519178361
axpire,aXpire,AXP,1247,0.0706372,0.00000630,386194.0,,,350000000.0,,-3.09,-12.3,45.39,1519178360
infchain,InfChain,INF,1248,0.00925409,0.00000082,383637.0,,,,,8.05,4.73,9.79,1519178353
valuechain,ValueChain,VLC,1249,0.0759429,0.00000677,367831.0,,,300000000.0,,2.2,-9.06,-7.16,1519178361
pundi-x,Pundi X,PXS,1250,1.84659,0.00016458,367039.0,,,60259050.0,,2.97,-1.5,11.87,1519178360
coinfi,CoinFi,COFI,1251,0.10181,0.00000907,366587.0,,,300000000.0,,1.61,-7.95,10.24,1519178360
candy,Candy,CANDY,1252,0.000632858,0.00000006,362365.0,,,1000000000000,,2.49,-5.97,5.34,1519178360
selfsell,SelfSell,SSC,1253,0.0897459,0.00000800,342589.0,,,1000000000.0,,1.25,-2.97,0.58,1519178360
bitsoar,BitSoar,BSR,1254,0.19276,0.00001718,326953.0,,,3680091532.0,,1.39,0.37,7.07,1519178356
comsa-xem,COMSA [XEM],CMS,1255,1.17875,0.00010506,314588.0,,,,,1.34,-8.91,-2.28,1519178358
atn,ATN,ATN,1256,1.42398,0.00012691,313699.0,,,210000000.0,,1.77,-4.94,1.85,1519178359
fairgame,FairGame,FAIR,1257,0.0552775,0.00000493,310740.0,,,1200000000.0,,2.94,-5.79,-3.38,1519178359
mixin,Mixin,XIN,1258,856.364,0.0763248,299792.0,,,1000000.0,,3.37,-8.48,13.92,1519178359
blazercoin,BlazerCoin,BLAZR,1259,0.00579458,0.00000052,297650.0,,,,,-5.07,126.2,207.53,1519178351
starchain,StarChain,STC,1260,0.110374,0.00000984,289183.0,,,1000000000.0,,-0.04,-7.12,1.55,1519178360
fortuna,Fortuna,FOTA,1261,0.093377,0.00000832,276667.0,,,1000000000.0,,3.14,-13.5,14.14,1519178360
iquant,iQuant,IQT,1262,0.155263,0.00001384,245259.0,,,100000000.0,,0.96,-6.47,13.74,1519178354
reftoken,RefToken,REF,1263,23.4534,0.00209032,238747.0,,,50000000.0,,0.35,-7.6,-16.33,1519178360
qube,Qube,QUBE,1264,0.0684423,0.00000610,228132.0,,,1000000000.0,,3.31,-5.73,-9.5,1519178359
pressone,PressOne,PRS,1265,0.621901,0.00005543,208307.0,,,,,2.41,-6.44,-2.08,1519178360
etherecash,Etherecash,ECH,1266,0.907459,0.00008088,182887.0,,,,,1.07,-1.98,,1519178361
bigone-token,BigONE Token,BIG,1267,3.86378,0.00034437,175686.0,,,200000000.0,200000000.0,1.53,-6.14,-6.49,1519178359
investdigital,InvestDigital,IDT,1268,0.0700815,0.00000625,170011.0,,,800000000.0,,0.93,-6.09,10.92,1519178360
infinity-economics,Infinity Economics,XIN,1269,0.020196,0.00000180,156226.0,,,9000000000.0,,1.56,9.15,58.79,1519178355
numus,Numus,NMS,1270,3.19929,0.00028514,153348.0,,,730548.0,,0.08,-22.5,-50.16,1519178359
tigereum,Tigereum,TIG,1271,0.197734,0.00001762,147929.0,,,12563794.0,,2.86,16.99,,1519178361
segwit2x,SegWit2x,B2X,1272,6.70135,0.00059727,142683.0,,,16879800.0,21000000.0,9.81,-29.19,11.46,1519178356
datawallet,Datawallet,DXT,1273,0.0904806,0.00000806,141027.0,,,,,-12.03,-16.04,-23.19,1519178361
animation-vision-cash,Animation Vision Cash,AVH,1274,0.0180748,0.00000161,140512.0,,,10000000000.0,,1.37,-18.04,-52.88,1519178360
filecoin,Filecoin [Futures],FIL,1275,21.0659,0.00187753,139469.0,,,,,0.75,-6.62,2.75,1519178358
gladius-token,Gladius Token,GLA,1276,1.13113,0.00010081,129694.0,,,,,-2.85,-3.19,,1519178361
mktcoin,MktCoin,MLM,1277,0.0363354,0.00000324,125640.0,,,1152447506.0,,1.8,-7.7,5.32,1519178361
tokenclub,TokenClub,TCT,1278,0.0301092,0.00000268,125217.0,,,1000000000.0,,1.12,-3.23,7.13,1519178359
plexcoin,PlexCoin,PLX,1279,0.103801,0.00000925,117287.0,,,1000000000.0,,225.24,206.87,291.89,1519178358
jiyo,Jiyo,JIYO,1280,0.03927,0.00000350,114488.0,,,37840906.0,70560000.0,1.39,135.49,26.38,1519178358
measurable-data-token,Measurable Data Token,MDT,1281,0.115266,0.00001027,113268.0,,,1000000000.0,,0.45,-6.28,3.56,1519178359
crypterium,Crypterium,CRPT,1282,0.655335,0.00005841,112985.0,,,99983677.0,,6.27,-1.21,6.03,1519178360
alphacat,Alphacat,ACAT,1283,0.0158537,0.00000141,111076.0,,,,,2.43,0.5,,1519178361
animecoin,Animecoin,ANI,1284,0.0034782,0.00000031,108534.0,,,,,-6.63,18.41,84.18,1519178342
strikebitclub,StrikeBitClub,SBC,1285,0.016269,0.00000145,98574.4,,,195247235.0,,0.57,-22.0,-43.03,1519178358
moac,MOAC,MOAC,1286,14.8263,0.00132142,98042.4,,,56483386.0,,4.42,-1.1,10.03,1519178360
mergecoin,MergeCoin,MGC,1287,0.07854,0.00000700,92969.9,,,100000000.0,,-3.3,-1.59,52.26,1519178351
weth,WETH,WETH,1288,1721.1,0.153396,92678.3,,,,,100.17,81.27,103.48,1519178359
ignition,Ignition,IC,1289,16.2161,0.00144529,81523.7,,,207368.0,5000000.0,2.95,-10.42,48.94,1519178359
techshares,TechShares,THS,1290,0.605855,0.00005400,79333.3,,,646359158.0,,1.57,2.6,30.76,1519178347
blockcdn,BlockCDN,BCDN,1291,0.0984247,0.00000877,78898.8,,,1000000000.0,,0.4,-4.23,-14.75,1519178358
timescoin,TimesCoin,TMC,1292,1.27908,0.000114,75313.3,,,16000000.0,,-0.21,-7.11,19.57,1519178360
bitcoin-lightning,Bitcoin Lightning,BLT,1293,2.9779,0.00026541,66359.1,,,,70000000.0,-3.33,3.55,-58.94,1519178360
win-coin,WINCOIN,WC,1294,1.26651,0.00011288,59529.1,,,451276343.0,,5.88,-2.45,1.05,1519178357
golos-gold,Golos Gold,GBG,1295,0.129038,0.00001150,58463.8,,,,,1.58,-7.26,22.51,1519178349
sphre-air,Sphre AIR ,XID,1296,0.236145,0.00002105,57483.3,,,30820620.0,,1.34,-9.39,0.42,1519178352
stronghands,StrongHands,SHND,1297,0.0000008776,0.00000000008,57370.4,,,18979968038112,,9.29,3.49,-22.79,1519178345
tokenbox,Tokenbox,TBX,1298,0.62131,0.00005538,56335.4,,,16051590.0,,-1.69,-6.52,-15.38,1519178360
harvest-masternode-coin,Harvest Masternode Coin,HC,1299,1.34696,0.00012005,56122.9,,,2553737.0,10000000.0,31.12,82.49,2.17,1519178360
jingtum-tech,Jingtum Tech,SWTC,1300,0.0113158,0.00000101,54468.0,,,599999999999,100000000000,-0.27,-0.48,1.99,1519178359
ipchain,IPChain,IPC,1301,0.736671,0.00006566,53443.0,,,96000000.0,,0.65,-3.63,8.79,1519178360
casinocoin,CasinoCoin,CSC,1302,0.0020196,0.00000018,53204.3,,,39999999928.0,,1.39,10.51,16.48,1519178341
dimcoin,DIMCOIN,DIM,1303,0.00899161,0.00000080,53060.3,,,9000000000.0,9000000000.0,-0.62,7.97,69.56,1519178359
zengold,ZenGold,ZENGOLD,1304,0.0451319,0.00000402,52130.9,,,,,1.4,-10.98,7.52,1519178351
infinitecoin,Infinitecoin,IFC,1305,0.000179632,0.00000002,47261.6,,,90596274910.0,,-1.88,-16.49,-10.85,1519178341
gamechain,GameChain System,GCS,1306,0.0257684,0.00000230,46466.4,,,2100000000.0,,0.5,-7.33,23.66,1519178359
tokugawa,Tokugawa,TOK,1307,1.156,0.00010303,43547.2,,,1021644.0,,6.57,0.47,-27.83,1519178358
bankex,Bankex,BKX,1308,1.112,0.00009911,42052.6,,,400000000.0,,3.31,5.27,17.13,1519178359
arbitragect,ArbitrageCT,ARCT,1309,0.016854,0.00000150,38421.0,,,152029112.0,,-2.44,-1.56,-2.53,1519178360
msd,MSD,MSD,1310,0.0056191,0.00000050,36915.4,,,6088400259.0,30000000000.0,3.72,-11.02,-14.95,1519178355
dether,Dether,DTH,1311,0.153694,0.00001370,36577.4,,,,,8.44,-0.18,,1519178361
crave,Crave,CRAVE,1312,0.53311,0.00004751,34580.5,,,15611496.0,,1.71,-4.17,18.26,1519178344
swarm-fund,Swarm,SWM,1313,0.814522,0.00007260,34030.2,,,100000000.0,,2.3,-28.62,-22.78,1519178360
shekel,Shekel,JEW,1314,0.0402323,0.00000359,29688.8,,,75783070.0,,1.3,-34.61,-41.94,1519178361
superior-coin,Superior Coin,SUP,1315,0.007854,0.00000070,29248.4,,,385720236.0,,1.56,-14.34,,1519178361
cloud,Cloud,CLD,1316,0.105073,0.00000936,28587.7,,,60000000.0,,-21.63,-22.71,57.75,1519178359
ur,UR,UR,1317,0.002805,0.00000025,28584.4,,,,,-2.51,-1.77,23.61,1519178350
swisscoin,Swisscoin,SIC,1318,0.0013464,0.00000012,27609.5,,,10200000000.0,,1.39,-16.3,-29.01,1519178355
bitcoin-white,Bitcoin White,BTW,1319,0.149033,0.00001328,27395.8,,,60000000.0,60000000.0,-2.66,-11.87,-18.41,1519178360
davorcoin,DavorCoin,DAV,1320,0.071247,0.00000635,26728.9,,,10438849.0,,0.77,-5.16,92.78,1519178358
ea-coin,EA Coin,EAG,1321,0.417945,0.00003725,22777.9,,,75206327.0,100000000.0,1.04,-5.68,-17.46,1519178357
biocoin,BioCoin,BIO,1322,0.0189342,0.00000169,22146.3,,,818430647.0,,2.53,-12.34,,1519178361
b3coin,B3Coin,KB3,1323,0.0113307,0.00000101,21759.1,,,634570598.0,2000000000.0,-20.63,-38.89,-29.97,1519178348
runners,Runners,RUNNERS,1324,0.0006732,0.00000006,21602.9,,,,,1.56,0.08,54.9,1519178356
maggie,Maggie,MAG,1325,0.0311161,0.00000277,21006.6,,,3200000000.0,,1.38,-9.19,-1.68,1519178360
idex-membership,IDEX Membership,IDXM,1326,4520.41,0.402889,20944.5,,,2000.0,,2.2,-20.1,-1.18,1519178360
uttoken,United Traders Token,UTT,1327,0.80837,0.00007205,19410.1,,,69403131.0,,2.17,-17.39,31.31,1519178359
cryptopiafeeshares,CryptopiaFeeShares,CEFS,1328,1818.21,0.162051,17590.2,,,6300.0,,1.28,-5.3,-1.16,1519178359
vezt,Vezt,VZT,1329,0.225745,0.00002012,16884.7,,,125000000.0,,13.84,-2.82,6.84,1519178359
maverick-chain,Maverick Chain,MVC,1330,0.118034,0.00001052,16215.0,,,200000000.0,,1.39,3.34,17.7,1519178360
equal,Equal,EQL,1331,0.00435185,0.00000039,15927.4,,,799056249.0,,10.95,-8.2,-0.97,1519178361
kzcash,Kzcash,KZC,1332,3.46613,0.00030892,15876.3,,,2087183.0,18900000.0,-0.83,-6.19,-6.96,1519178359
cyder,Cyder,CYDER,1333,0.006732,0.00000060,15382.1,,,80000000.0,,0.14,-4.55,-0.51,1519178354
zap,Zap,ZAP,1334,0.25156,0.00002242,14654.8,,,520000000.0,,-0.28,-0.6,9.28,1519178359
pabyosi-coin-special,Pabyosi Coin (Special),PCS,1335,0.195056,0.00001738,14352.0,,,30993751760.0,,3.81,0.46,15.21,1519178349
cashaa,Cashaa,CAS,1336,0.13045,0.00001163,13923.1,,,1000000000.0,,3.85,-4.92,,1519178361
bitair,Bitair,BTCA,1337,0.00353931,0.00000032,13640.1,,,1000000000.0,,-0.38,-5.39,-1.76,1519178358
swaptoken,SwapToken,TOKEN,1338,0.0000018600,0.0000000002,12992.1,,,15320585365.0,,-3.2,-7.77,-37.31,1519178347
president-trump,President Trump,PRES,1339,0.0474399,0.00000423,12904.0,,,57968072167.0,,0.97,15.42,-3.63,1519178347
terranova,TerraNova,TER,1340,27.1813,0.00242258,12289.0,,,995298.0,,1.79,-10.37,14.2,1519178352
escoro,Escroco,ESC,1341,0.282071,0.00002514,11986.9,,,3100000.0,3100000.0,0.38,-11.1,-69.43,1519178359
dynamiccoin,DynamicCoin,DMC,1342,0.00373284,0.00000033,10678.7,,,10541442931.0,,-2.13,-14.38,-14.85,1519178348
storjcoin-x,Storjcoin X,SJCX,1343,1.13263,0.00010095,10459.8,,,500000000.0,,0.23,-10.29,13.56,1519178344
neo-gold,NEO GOLD,NEOG,1344,0.0102712,0.00000092,10266.3,,,75000000.0,,-16.34,-23.03,173.4,1519178357
psilocybin,Psilocybin,PSY,1345,0.0955944,0.00000852,9424.13,,,,,1.39,194.7,203.29,1519178347
vpncoin,VPNCoin,VASH,1346,0.0046002,0.00000041,9272.36,,,400339746.0,,1.56,13.76,35.28,1519178344
gold-reward-token,GOLD Reward Token,GRX,1347,0.0763505,0.00000680,9196.19,,,20000000.0,,1.72,3.19,27.25,1519178357
bitcoin-god,Bitcoin God,GOD,1348,46.0106,0.00410077,9054.43,,,,21000000.0,-0.33,-0.46,20.02,1519178359
grandcoin,GrandCoin,GDC,1349,0.0004488,0.00000004,8998.77,,,,1420609614.0,1.56,-22.25,-31.42,1519178341
galactrum,Galactrum,ORE,1350,1.5708,0.00014,8447.93,,,1214951.0,,5.31,-3.01,-26.29,1519178359
sparks,Sparks,SPK,1351,0.490922,0.00004375,8030.24,,,1041938.0,,62.75,-29.13,-55.25,1519178360
fidentiax,FidentiaX,FDX,1352,0.198028,0.00001765,7858.7,,,130000000.0,,1.8,3.87,-9.17,1519178359
ox-fina,OX Fina,OX,1353,0.00081033,0.00000007,7626.1,,,501237839.0,501237838.0,1.4,-12.13,-14.15,1519178355
antimatter,Antimatter,ANTX,1354,0.0003366,0.00000003,7072.79,,,,,1.39,-26.32,93.62,1519178352
vulcano,Vulcano,VULC,1355,0.00616403,0.00000055,7007.07,,,35162767.0,,10.99,0.79,11.89,1519178356
landcoin,LandCoin,LDCN,1356,0.00848222,0.00000076,6861.67,,,19003881978.0,,1.39,57.7,201.1,1519178349
bitcoin-atom,Bitcoin Atom,BCA,1357,23.3211,0.00207853,5877.57,,,21000000.0,21000000.0,1.16,-13.69,-22.66,1519178360
drp-utility,DRP Utility,DRPU,1358,0.655877,0.00005846,5630.71,,,890188.0,,5.19,1.7,-3.41,1519178361
francs,Francs,FRN,1359,0.0878467,0.00000783,5510.24,,,5304397.0,,1.4,2.0,41.24,1519178347
bitserial,BitSerial,BTE,1360,0.0875829,0.00000781,5374.08,,,28000000.0,,6.11,5.27,12.59,1519178357
wa-space,WA Space,WA,1361,0.0171666,0.00000153,5307.9,,,,,1.39,-5.17,40.12,1519178350
nitro,Nitro,NOX,1362,0.206308,0.00001839,4856.13,,,120000000.0,,1.28,-44.85,-49.03,1519178360
ethereum-lite,Ethereum Lite,ELITE,1363,0.381256,0.00003398,4368.27,,,1000000.0,,1.39,-16.09,0.38,1519178356
macro1,Macro,MCR,1364,0.415481,0.00003703,4200.36,,,2500000.0,,-26.78,-14.82,-34.76,1519178356
regacoin,Regacoin,REGA,1365,0.001122,0.00000010,3958.83,,,42403494.0,,-25.79,-44.57,-49.26,1519178349
goldmint,GoldMint,MNTP,1366,3.08192,0.00027468,3877.44,,,,,3.56,-8.22,-18.81,1519178361
indicoin,Indicoin,INDI,1367,0.038148,0.00000340,3794.49,,,360000000.0,,1.39,-19.52,-48.81,1519178361
phantomx,Phantomx,PNX,1368,0.0504057,0.00000449,3492.55,,,10793135.0,,2.19,-3.89,-58.43,1519178357
first-bitcoin-capital,First Bitcoin Capital,BITCF,1369,0.291047,0.00002594,3462.49,,,3415923.0,,1.61,37.74,100.33,1519178353
president-johnson,President Johnson,GARY,1370,0.278705,0.00002484,3430.47,,,57968072167.0,,1.56,-28.21,27.49,1519178348
htmlcoin,HTML5COIN,HTML5,1371,0.0007854,0.00000007,3238.85,,,40659020000.0,,1.61,-4.42,-34.42,1519178343
opescoin,Opescoin,OPES,1372,0.0042636,0.00000038,3121.44,,,,,1.61,-42.16,58.26,1519178345
ugain,UGAIN,GAIN,1373,0.00772355,0.00000069,3104.58,,,,,1.56,28.54,77.42,1519178347
safe-trade-coin,Safe Trade Coin,XSTC,1374,0.001122,0.00000010,3008.58,,,675178021.0,,-15.51,-6.44,-13.28,1519178349
alphabitcoinfund,Alphabit,ABC,1375,111.078,0.00989996,2781.33,,,210000000.0,,1.39,35.11,30.72,1519178348
hodl-bucks,HODL Bucks,HDLB,1376,0.154163,0.00001374,2554.75,,,,2000000.0,-5.71,-6.55,10.5,1519178354
sigmacoin,SIGMAcoin,SIGMA,1377,0.0361633,0.00000322,2368.52,,,,,2.2,-23.33,-15.07,1519178354
zilbercoin,Zilbercoin,ZBC,1378,0.0335019,0.00000299,2338.06,,,9125957.0,,1.5,-6.55,-10.53,1519178349
wi-coin,Wi Coin,WIC,1379,0.00339952,0.00000030,2202.14,,,100000000.0,,-10.98,-15.79,-25.54,1519178354
fazzcoin,Fazzcoin,FAZZ,1380,0.0242002,0.00000216,2121.38,,,1052496944.0,,-6.93,-19.35,-64.29,1519178350
